,whp,choke,pred,real,WellBore Name
43,520.4358306,7.242466042,1719.8819920512615,1828.3772,001-F-1 C
44,508.8989479,6.445585833,1805.310432658458,1813.1554,001-F-1 C
45,509.557695,6.485084583,1694.2530390461452,1837.4977,001-F-1 C
46,529.0041857,7.915645417,1450.424371651543,1843.7877,001-F-1 C
47,526.0004866,7.820728125,1497.5981384183442,1838.5041,001-F-1 C
48,519.2399794,7.389779375,1453.7071406287805,1823.6597,001-F-1 C
49,498.6485475,5.83816,1486.54472543258,1781.8312,001-F-1 C
50,529.1210316,8.044379167,1168.2838742020303,1852.7195,001-F-1 C
51,528.4409997,7.996720625,1466.820192851268,1857.3112,001-F-1 C
52,513.1884014,6.95453125,1562.8112077955157,1829.9497,001-F-1 C
53,510.8223487,6.792428125,1341.1442427637994,1826.9934,001-F-1 C
54,517.0711298,7.220033333,1243.1301674660099,1845.9892,001-F-1 C
55,504.3772528,6.347044375,1603.1929618505355,1841.5233,001-F-1 C
56,490.7346046,5.412362708,1615.6039654607303,1843.6619,001-F-1 C
57,1016.93459,57.94657,0.0,0.0,001-F-1 C
58,1078.049045,72.73139,0.0,0.0,001-F-1 C
59,1167.40689,79.06124,0.0,0.0,001-F-1 C
60,1287.363505,87.42538,0.0,0.0,001-F-1 C
61,1404.09126,95.61401,0.0,0.0,001-F-1 C
62,1454.380015,95.37836,0.0,0.0,001-F-1 C
63,1485.51862,95.04456,0.0,0.0,001-F-1 C
64,1515.0223499999997,97.05538,0.0,0.0,001-F-1 C
65,1540.508855,86.78873,0.0,0.0,001-F-1 C
66,1566.790395,78.96014,0.0,0.0,001-F-1 C
67,1590.717135,80.60908,0.0,0.0,001-F-1 C
68,1612.23673,82.08995,0.0,0.0,001-F-1 C
69,1634.159425,83.6044,0.0,0.0,001-F-1 C
70,1657.255025,85.18898,0.0,0.0,001-F-1 C
71,1679.2687800000003,86.6956,0.0,0.0,001-F-1 C
72,1698.80318,88.0611,0.0,0.0,001-F-1 C
73,1716.61643,89.30303,0.0,0.0,001-F-1 C
74,421.9392233,12.02914441,0.0,899.9732,001-F-1 C
75,420.1982882,6.574285208,1899.6797602144707,3161.4169,001-F-1 C
76,508.4978991,5.730275625,2990.6802600628316,3378.4848,001-F-1 C
77,525.977936,7.481208958,3121.7930594137115,3175.0033,001-F-1 C
78,504.7733868,6.059989583,3871.871111690957,2222.6344,001-F-1 C
79,466.4484307,3.482034167,1613.3887527732186,1850.3293,001-F-1 C
80,415.9946151,0.025435922,784.2567247667848,0.0,001-F-1 C
81,869.02647,31.27355,431.6508770908749,0.0,001-F-1 C
82,1125.80871,48.98669,0.0,0.0,001-F-1 C
83,1286.737975,60.08323,0.0,0.0,001-F-1 C
84,1395.82162,67.58099,0.0,0.0,001-F-1 C
85,1445.07812,70.95278,0.0,0.0,001-F-1 C
86,1472.16963,72.84548,0.0,0.0,001-F-1 C
87,1497.44864,74.60143,0.0,0.0,001-F-1 C
88,1521.872585,76.27273,0.0,0.0,001-F-1 C
89,1543.557625,77.76049,0.0,0.0,001-F-1 C
90,1561.65232,101.21792,0.0,0.0,001-F-1 C
91,1580.102845,102.43381,0.0,0.0,001-F-1 C
92,1598.75695,103.69155,0.0,0.0,001-F-1 C
93,1616.133605,97.87052,0.0,0.0,001-F-1 C
94,487.4975119999999,16.67657233,0.0,523.8312,001-F-1 C
95,484.8664516,5.694804375,1793.413948307335,1338.8265,001-F-1 C
96,530.2215211,8.827325417,2259.830878387299,1610.4916,001-F-1 C
97,561.042126,10.96064229,2069.1336648705355,1478.5903,001-F-1 C
98,563.909924,11.15294938,2423.5035062417355,1509.9774,001-F-1 C
99,553.9826863,10.49615729,300.0181082434101,1543.566,001-F-1 C
100,541.7026121,9.604126458,220.13353284645927,1392.6689,001-F-1 C
101,532.0288616,8.92555,581.8103962176774,1404.3683,001-F-1 C
102,523.5675527,8.345849792,822.4014409928313,1444.3727,001-F-1 C
103,513.9598074,7.6917225,971.5968531100953,1377.8245,001-F-1 C
104,499.8087922,6.70292375,1097.0216359890255,1287.2485,001-F-1 C
105,501.2990659000001,6.812531042,1058.7384747781634,1329.1399,001-F-1 C
106,517.3843932,7.941432917,925.2503536394615,2123.7556,001-F-1 C
107,526.5893014,8.626054375,936.0037879946394,2655.7638,001-F-1 C
108,504.6693463,7.137094375,1159.614287981749,2440.0797,001-F-1 C
109,489.7785078,5.958871458,1255.2739924480393,2809.2398,001-F-1 C
110,482.935837,4.773925208,1504.2859944964039,2739.6095,001-F-1 C
111,469.8119836,3.913376458,1742.6958934422837,2842.5139,001-F-1 C
112,463.1409535,3.602936875,1806.6993308575957,3996.0999,001-F-1 C
113,447.4218298,3.123494583,1778.4437099316665,4058.937,001-F-1 C
114,1187.446976,53.51182206,0.0,332.6152,001-F-11
115,1023.396201,42.14553604,6290.9971338085925,6545.8772,001-F-11
116,986.2854476,39.57622396,7264.036220547194,7660.7168,001-F-11
117,1053.071136,44.39037156,5887.766861458948,6196.0903,001-F-11
118,993.1167541,39.95376729,6914.2584335015745,7921.1228,001-F-11
119,993.0007359,39.94231229,7216.658927357967,7892.6291,001-F-11
120,994.8863159,40.07433521,7023.871324056336,7863.6322,001-F-11
121,996.5857497,40.20235596,6713.251214312613,7833.8176,001-F-11
122,996.4037409,40.19492375,6805.720663759781,7906.3413,001-F-11
123,996.989109,40.21764479,6757.645719138805,7856.0842,001-F-11
124,993.5900643,39.96989563,6710.335295994096,7972.8266,001-F-11
125,996.8019653,40.22048917,6618.06384365419,7905.9639,001-F-11
126,992.4354474,39.91404333,6682.58339436425,8073.6553,001-F-11
127,993.3447545,39.98251229,6620.794679275293,8082.4613,001-F-11
128,999.6355372,40.40881896,6497.234259713599,7937.0365,001-F-11
129,1000.660146,40.47699771,6469.752532559181,7590.7091,001-F-11
130,999.6449441,40.35861,6491.671907683027,8044.8471,001-F-11
131,999.0583168,40.27986071,6491.938204822572,5241.9602,001-F-11
132,1000.549581,40.38473542,6441.421179357585,8140.7067,001-F-11
133,1002.487856,40.50265104,6407.5591718631385,8053.8418,001-F-11
134,1006.170557,40.72842563,6328.139587993577,7964.2093,001-F-11
135,999.3827478,40.26052396,6396.474423238431,8149.5756,001-F-11
136,1000.483793,40.33422083,6345.578850361744,7974.3991,001-F-11
137,982.7160068,39.09278583,6578.712650343008,7906.0268,001-F-11
138,951.9699379,36.95925313,7240.976804692306,8490.7452,001-F-11
139,950.3658392,36.72994854,7170.935313853701,8495.3369,001-F-11
140,948.6012556,36.74646917,7072.673789287877,8443.4444,001-F-11
141,947.8707154,36.67497688,7016.3027372143115,8456.5276,001-F-11
142,948.2925506,36.70160625,6990.501467176622,8293.1134,001-F-11
143,948.5674283,36.68841583,6940.521648190023,8130.2024,001-F-11
144,947.7638172,35.86809313,7117.233044534538,8059.0625,001-F-11
145,947.2410865,35.27682779,7224.6549428735625,7275.014,001-F-11
146,1118.599537,48.06452255,1241.4422548714065,3103.9263,001-F-11
147,945.1263065,36.24876146,6925.716497573629,7586.1803,001-F-11
148,941.6383828,35.96259438,6815.448816469658,6990.4544,001-F-11
149,940.2684923,35.84695167,7036.964743558341,6855.0307,001-F-11
150,944.2750715,36.23094957,6481.883484602702,6972.465,001-F-11
151,939.0951347,36.30099511,6999.311071437518,7050.2723,001-F-11
152,924.8999833,35.28487851,6769.9717987959975,6615.2559,001-F-11
153,893.5530472,33.11436617,7178.812212900499,6725.5825,001-F-11
154,893.8161201,33.29836958,6966.809124557833,6702.0579,001-F-11
155,891.6893591,33.15578745,6956.159908120307,6671.6772,001-F-11
156,888.666177,32.94812681,6905.697188687847,6736.2126,001-F-11
157,887.2044444,32.84404809,6834.496542968402,6537.0712,001-F-11
158,887.5561922,32.86605125,6716.056628592613,6612.3625,001-F-11
159,884.8562499,32.67525,6708.092516778522,6643.8125,001-F-11
160,883.1704195,32.55148729,6687.066084699275,6714.7637,001-F-11
161,882.4907229,32.54250229,6610.0962189445845,6789.1744,001-F-11
162,880.9155668,32.39115625,6608.134179982502,6933.7186,001-F-11
163,881.2600768,32.28637511,6604.134297040598,6653.4362,001-F-11
164,880.5206381,32.22587917,6552.946446680422,6687.3393,001-F-11
165,881.7905965,32.30903729,6589.179627789528,6839.9347,001-F-11
166,881.4444875,32.26883167,6462.107327598894,6895.8528,001-F-11
167,881.2578,32.25807146,6418.738499247732,6993.4107,001-F-11
168,879.6848763,32.15142563,6401.953386411789,7139.0871,001-F-11
169,875.5849801,31.85957542,6779.609918837288,7249.854,001-F-11
170,897.3915738,33.10561843,6422.576404080194,6719.2296,001-F-11
171,865.8896155,31.14484792,6818.071923369909,6976.7422,001-F-11
172,874.1058532,31.71132875,6659.952629223159,6981.7742,001-F-11
173,871.3513455,31.53025306,6753.282744499387,7413.5198,001-F-11
174,876.2770289,31.86001938,6186.31928292355,7427.2949,001-F-11
175,870.128473,31.43992583,6654.0793847782425,7546.4275,001-F-11
176,868.6880279,31.35127604,6527.269780580407,7533.533,001-F-11
177,868.0982072,31.30276688,6505.870902667415,8486.7196,001-F-11
178,868.3892373,31.32885854,6576.556555657684,7479.3761,001-F-11
179,867.7792888,31.28712583,6990.660787676879,7373.8299,001-F-11
180,862.2612503,30.92454396,7009.812018077257,7391.6935,001-F-11
181,860.5624937,30.79315188,6987.928233658602,7024.6091,001-F-11
182,861.3229342,30.84123333,6940.672761179444,6934.4105,001-F-11
183,861.0028346,30.83799042,6918.285921549885,6946.047,001-F-11
184,844.8278118,29.71652085,7170.815246756994,7050.3981,001-F-11
185,823.5437219,28.23059771,7473.945076860585,7273.8818,001-F-11
186,820.5494266,28.02223917,7493.305347019057,7296.4629,001-F-11
187,818.9086277,27.90844438,7522.866252477269,7214.6929,001-F-11
188,817.4284617,27.8079175,7567.686010673396,7213.6236,001-F-11
189,813.1063983,27.52118333,7546.710546929204,7208.8432,001-F-11
190,815.7010616,27.7043675,7405.9434587097685,7145.5658,001-F-11
191,814.9073104,27.30610625,7660.722376504407,7028.9492,001-F-11
192,812.623355,27.48746813,7662.455116241346,7355.5889,001-F-11
193,815.4327609,27.67692851,7573.9339680935545,7542.2761,001-F-11
194,931.1354167,36.54469956,4768.876615357253,4154.9224,001-F-11
195,865.8857419,30.71104968,6506.238995676866,6064.8809,001-F-11
196,799.0652565,26.44618511,7583.879092580742,7043.2275,001-F-11
197,805.3783899,26.88544447,7438.695017196202,6967.1814,001-F-11
198,807.6624114,27.06092,7758.883233627093,7176.89,001-F-11
199,806.230743,26.95146021,8101.751763303182,6977.8115,001-F-11
200,806.8760142,27.00757229,7948.520118294207,6976.5535,001-F-11
201,806.6588344,26.96747208,7555.613547578452,6987.6239,001-F-11
202,806.2413613,26.94177521,7534.19020654728,6992.4043,001-F-11
203,806.2283173,26.93148771,7509.20612005855,6966.6782,001-F-11
204,747.4277632,22.19370125,5731.9678431668035,11481.3257,001-F-11
205,743.5910814,21.90702333,5769.75848357076,11487.4899,001-F-11
206,741.1065275,21.75911417,5805.911102078786,11438.1763,001-F-11
207,740.9028388,21.77539417,5806.94370505529,11385.7177,001-F-11
208,739.4992297,21.67049417,5865.084862311054,11371.5023,001-F-11
209,739.38835,21.69274729,5882.2088080631265,11262.874,001-F-11
210,744.4786475,22.04223729,5859.015805866309,11095.6229,001-F-11
211,744.0174569,21.97065063,5895.340612694203,11063.2923,001-F-11
212,741.4396348,21.77620958,5947.257443524888,10970.9551,001-F-11
213,741.5900572,21.75983896,5971.1219516450465,11007.8774,001-F-11
214,744.9209579,22.03215729,5951.910528474216,10875.2842,001-F-11
215,751.0951425,22.49241354,5939.6201492764885,10748.1633,001-F-11
216,750.8809201,22.44564063,5982.793104667849,10783.9534,001-F-11
217,749.8430259,22.3478483,6016.901431229446,11128.7712,001-F-11
218,749.9854273,22.32548625,6032.382232325084,11125.123,001-F-11
219,753.0316807,22.5323366,6012.2399349221,11201.4207,001-F-11
220,757.56178,22.87196702,5968.223018779983,11340.3668,001-F-11
221,760.2114853,23.08749447,5935.037960156438,11448.9951,001-F-11
222,757.7638012,23.20767646,5890.188501252083,11418.1112,001-F-11
223,756.3678258,23.47634167,5769.236450875314,11525.4815,001-F-11
224,756.2545144,23.45687771,5743.756708198917,11526.4879,001-F-11
225,755.6806104,23.42837063,5749.311427040451,12067.8682,001-F-11
226,755.9661033,23.47625792,5744.975865966928,12006.4149,001-F-11
227,754.0778167,23.34139313,5770.986778608571,11954.2708,001-F-11
228,753.4166378,23.2903225,5801.2149438583,11942.0682,001-F-11
229,751.5227838,23.17294125,5864.866126256577,12054.6592,001-F-11
230,749.671608,23.0483475,5897.98223646071,12035.1602,001-F-11
231,749.4526127,23.01095208,5926.043933136018,11995.4074,001-F-11
232,748.5888266,22.80072458,6012.541833823838,12021.5109,001-F-11
233,747.9924355,22.87852083,5707.482813657482,11986.6643,001-F-11
234,745.3980895,22.71919917,5707.530614256404,11906.4039,001-F-11
235,741.6024003,22.48718771,5691.854413391675,11787.5858,001-F-11
236,735.4587292,21.62337854,5871.57959788772,11646.3124,001-F-11
237,730.713287,21.58069646,5806.367168625414,11665.9372,001-F-11
238,729.1123692,21.58327292,5777.122037762691,11450.1902,001-F-11
239,726.6216135,21.40020917,5781.847186149522,11478.8097,001-F-11
240,725.212718,21.30546354,5793.568456634743,11314.3891,001-F-11
241,723.8074989,21.23406333,5772.569313926802,11387.6676,001-F-11
242,725.6841493,21.3655575,5789.758688232774,11356.0918,001-F-11
243,724.9603636,21.31791313,5863.31246379641,11335.6493,001-F-11
244,722.4944483,21.13439,5911.399371904794,11311.0554,001-F-11
245,718.5372835,20.92523042,5944.727225342635,11334.58,001-F-11
246,717.8307559,20.95048271,5973.058695118851,11423.3319,001-F-11
247,716.9656376,20.87818,6034.179556227094,11438.8053,001-F-11
248,719.3450997,21.03627438,6080.931579471884,11358.482,001-F-11
249,722.2499179,21.24730313,6124.042634061767,11227.3355,001-F-11
250,721.4344349,21.19129708,6222.73316199806,11201.1062,001-F-11
251,720.942897,21.14429208,6282.5399985437,11220.7939,001-F-11
252,720.4870321,21.12987271,6311.327749988466,11164.3726,001-F-11
253,720.0836481,21.11827917,6333.647774233684,10991.0202,001-F-11
254,719.0447261,21.00971063,6381.255074213848,10861.8865,001-F-11
255,717.1507271,20.79505604,6457.161284331166,10307.2343,001-F-11
256,716.3519946,20.43729083,6574.210496422641,11044.2336,001-F-11
257,713.9780425,20.55381708,6591.787349575829,10394.225,001-F-11
258,712.8525555,20.51676667,6648.310307046814,10730.4255,001-F-11
259,712.1086207,20.50834468,6693.176676732921,10484.801,001-F-11
260,716.688674,20.83368255,6677.9027274393775,10727.7208,001-F-11
261,718.6184503,20.98374042,6684.9261356865345,10571.2256,001-F-11
262,716.8644216,20.87092292,6706.269131480431,10510.4642,001-F-11
263,713.5823884,20.64927149,6808.304628900582,10514.993,001-F-11
264,711.9798489,20.52851875,6080.144430580509,10585.0007,001-F-11
265,709.4353949,20.32367021,5909.8221037072835,10586.8248,001-F-11
266,707.5616052,20.23795813,5880.591690246923,10484.801,001-F-11
267,706.706507,20.20177125,5791.250822171001,10435.2987,001-F-11
268,703.6282265,19.99368458,5463.2863691295315,10463.8553,001-F-11
269,702.6708609,19.91458854,5114.017851832624,10386.1109,001-F-11
270,759.8792001,23.54825196,4657.420321800366,9418.2057,001-F-11
271,700.7149559,19.72850438,5113.94427713346,10525.1828,001-F-11
272,698.9127751,19.59560833,5095.187694683897,10411.5854,001-F-11
273,699.507695,19.66632583,5144.145980566428,10271.6958,001-F-11
274,697.7348283,19.54678104,5082.877769490442,10165.6464,001-F-11
275,696.1353031,19.40646583,5235.283929529183,10166.3383,001-F-11
276,694.4945949,19.30248667,5191.424418229156,10049.1556,001-F-11
277,691.4730607,19.08775063,5217.050093268822,9938.0113,001-F-11
278,689.2121422,18.94657583,5279.862231501179,9962.2278,001-F-11
279,686.9113849,18.79066229,5295.145269790533,9850.2029,001-F-11
280,685.3788271,18.68848277,5306.8982569305535,9753.5256,001-F-11
281,684.8421852,18.32353553,5417.347050128343,9770.9489,001-F-11
282,682.152349,17.99305458,5490.233112439761,9674.9006,001-F-11
283,680.0370044,18.32693188,5379.875677491911,9906.3726,001-F-11
284,680.3177183,18.33970208,5383.281847535286,9868.3181,001-F-11
285,682.3130331,18.44852917,5407.8868247244845,10050.0991,001-F-11
286,677.85557,18.11888128,5449.683289814495,10105.9543,001-F-11
287,677.2206241,18.07800646,5416.501551805973,10208.1668,001-F-11
288,671.6052514,17.66886833,5452.751186426035,10375.2921,001-F-11
289,668.5665256,17.46425979,5493.209958505395,10382.5256,001-F-11
290,671.048764,17.45476234,5531.583258481303,10456.8105,001-F-11
291,739.0482941,22.4070834,4696.809354051187,9214.9758,001-F-11
292,720.2141855,20.83748702,4920.607201680815,9722.6417,001-F-11
293,704.5238069,19.98351646,4874.071228761842,10182.9439,001-F-11
294,755.6685573,19.60577563,10615.218647104382,10045.8219,001-F-12
295,755.6752001,19.57876917,10533.480662712822,9948.9559,001-F-12
296,750.1451569,19.19028979,10608.705644122892,9920.5251,001-F-12
297,748.9356484,19.11850563,10547.56190736338,9872.9098,001-F-12
298,746.9389682,19.01572271,10337.809381469859,9730.3155,001-F-12
299,744.7070557,18.85698688,10365.547695356665,9686.0339,001-F-12
300,744.424206,18.86161604,10363.19142928928,9646.0295,001-F-12
301,758.9211454,20.02741628,9844.832323418916,8071.2022,001-F-12
302,699.2553648,16.21293,10235.01282206883,10012.2333,001-F-12
303,723.9779101,17.85911813,10184.003284691089,9402.4807,001-F-12
304,743.2663146,18.71781375,10224.507820128307,9706.728,001-F-12
305,742.5839234,18.43378083,10417.0868002389,9643.5135,001-F-12
306,740.1721143,18.27956646,10147.163480234594,9617.6616,001-F-12
307,739.3164421,17.91011042,9953.7238807564,9483.5588,001-F-12
308,781.8564559,20.52244163,9967.189518358564,983.0641,001-F-12
309,723.2960041,17.19140559,8390.596518091048,6755.7745,001-F-12
310,758.5769642,19.61725307,9686.8766293003,7793.5616,001-F-12
311,742.0361302,18.52212702,10081.590998222793,9275.2969,001-F-12
312,740.4175909,18.41311404,10035.963490569342,9676.536,001-F-12
313,735.7156057,18.14070792,9948.09169412378,9628.0401,001-F-12
314,721.9677723,17.30829957,9926.566373497963,9705.7845,001-F-12
315,708.0838249,16.33077383,9812.914078709175,10039.6577,001-F-12
316,704.8001859,16.10202354,9591.170784560985,10137.2156,001-F-12
317,708.0676915,16.30455188,9615.681160234682,10150.0472,001-F-12
318,712.9078579,16.62035375,9599.719580126197,10126.0823,001-F-12
319,717.9274226,16.94422438,9471.8381024611,10148.8521,001-F-12
320,724.3223939,17.39030146,9353.753126538739,10140.9896,001-F-12
321,727.7605251,17.62866188,9323.284840123286,10153.5696,001-F-12
322,742.0129285,18.647715,9212.076533194357,9974.682,001-F-12
323,744.4735483,18.79136396,9289.698285269451,10229.427,001-F-12
324,750.0180734,19.19470771,9368.229094630344,10126.3968,001-F-12
325,753.7738211,19.41107896,9425.0372847529,9999.5275,001-F-12
326,757.3703498,19.64796208,9489.408945918376,9973.1095,001-F-12
327,755.9705953,19.50060896,9580.241228457626,9929.0166,001-F-12
328,763.0126109,19.98279688,9545.255285968957,9754.4691,001-F-12
329,765.8643803,20.16049854,9563.641963219774,9380.6544,001-F-12
330,765.8951415,20.16528667,9589.598599709154,9273.8502,001-F-12
331,766.3903799,20.14702521,9566.617293281332,9261.2702,001-F-12
332,757.5906785,19.373644,9234.281418827948,7555.3593,001-F-12
333,744.0715811,18.68319021,9650.8481726819,9249.8853,001-F-12
334,744.5660493,18.71790667,9471.932660774213,9253.7851,001-F-12
335,743.7997666,18.6634825,9543.436809718623,9291.0848,001-F-12
336,744.8987819,18.75207851,9491.049807464218,9226.1091,001-F-12
337,747.6964422,18.95149271,9407.125350571197,9329.5167,001-F-12
338,758.4871911,19.70282917,9292.571277808254,9143.8988,001-F-12
339,766.6332126,20.20752979,9229.21205412207,9090.308,001-F-12
340,766.7491794,20.21001875,9264.730003109564,9066.3431,001-F-12
341,769.9087686,20.45103,9176.716104484427,9072.8218,001-F-12
342,768.6474952,20.35992875,9236.695912217943,9023.9485,001-F-12
343,767.2910867,20.2486225,9291.295056955829,9054.9582,001-F-12
344,765.518075,20.13448417,9293.695229366062,9127.1045,001-F-12
345,765.5508541,20.15731104,9257.7328753657,9164.53,001-F-12
346,757.0392393,19.54125188,9267.871219774677,9397.26,001-F-12
347,762.7233661,19.93875438,9171.608556301657,9303.6019,001-F-12
348,765.6168019,20.20299354,9113.996867676235,9217.0515,001-F-12
349,768.2398489,20.35766229,9091.798305697332,9151.4468,001-F-12
350,771.0290235,20.54152604,8926.921079997752,9106.3475,001-F-12
351,795.9686119,21.98963265,8529.917605814324,7387.0389,001-F-12
352,760.0069212,19.8757717,8888.35954610479,8588.1144,001-F-12
353,751.8260335,19.2501466,8873.44045358792,9011.9975,001-F-12
354,757.9517467,19.70042596,8777.864146367243,8910.1624,001-F-12
355,765.5871906,20.21017085,15105.226142421048,8809.3337,001-F-12
356,765.904574,20.20875383,15142.07318999272,9092.1321,001-F-12
357,768.9643363,20.42200255,17770.107559191078,9231.7701,001-F-12
358,778.2444924,21.10707042,17813.321132456567,9407.4498,001-F-12
359,781.4822427,21.32914104,18008.95798841297,9370.5904,001-F-12
360,777.3163957,21.00223458,18136.32586235064,9366.3132,001-F-12
361,778.7294207,21.11643333,18117.68746911572,9395.4988,001-F-12
362,779.8955651,21.19497521,18191.628845517993,9395.8133,001-F-12
363,776.8318027,20.98689688,18224.61140929311,9397.7632,001-F-12
364,785.8942906,21.638115,18155.861801444342,9250.5143,001-F-12
365,783.4086916,21.46918688,18155.583517915577,9177.2358,001-F-12
366,782.76481,21.42292,18089.124270481458,9344.2353,001-F-12
367,758.5376572,19.6315925,17924.76068833622,9654.521,001-F-12
368,759.4470549,19.69357313,17590.576641033113,9498.4661,001-F-12
369,762.2457513,19.89725396,17447.66316047706,9487.7731,001-F-12
370,763.8424459,19.99128563,17275.6080881936,9477.4575,001-F-12
371,760.9109054,19.79310729,17029.528664525908,9068.1672,001-F-12
372,757.1875561,19.53558438,16717.031079095337,9028.4144,001-F-12
373,756.2947854,19.49271894,16587.51895589556,8993.0017,001-F-12
374,760.4455249,19.79716583,16504.45227869913,8825.3103,001-F-12
375,762.5413217,19.95184792,16374.945604599417,8908.6528,001-F-12
376,762.4856869,19.96023872,16242.91171715675,8806.4403,001-F-12
377,762.2794366,19.94282771,16088.84403318974,8750.5851,001-F-12
378,760.9342927,19.84461104,15947.896183905996,8759.9572,001-F-12
379,760.4669426,19.78735979,15891.558503377164,8663.4686,001-F-12
380,759.0721816,19.70372313,15811.65301339515,8676.0486,001-F-12
381,758.3757979,19.65380604,15640.5081824671,8654.2223,001-F-12
382,759.8188319,19.76091438,15469.134382316746,8674.0358,001-F-12
383,757.9623848,19.63405792,15284.400312932896,8804.5533,001-F-12
384,761.4779491,19.87519333,15096.878827191185,8804.1759,001-F-12
385,760.8246093,19.83553979,14886.638788004515,8681.8983,001-F-12
386,771.347653,20.58957788,16950.755340818003,5068.482,001-F-12
387,656.3687451,13.76599001,10092.558448273354,3331.3727,001-F-12
388,681.5073065,14.20196415,14888.9405400562,7765.0679,001-F-12
389,680.9022617,14.65288771,15184.602023991061,8875.5045,001-F-12
390,690.4799225,15.35651625,14880.99638021177,8694.1638,001-F-12
391,693.228615,15.48605313,13943.873520327696,8724.1671,001-F-12
392,691.9481804,15.33857479,13102.90517731235,8858.3328,001-F-12
393,674.061639,13.95371771,13674.246208436914,8912.4268,001-F-12
394,665.2966427,13.37676833,13573.366848959602,8871.7934,001-F-12
395,657.9627642,13.14579757,13331.664604385849,6495.3056,001-F-12
396,667.4359934,13.81573899,12205.987886830455,2795.9679,001-F-12
397,721.3674646,17.42679245,9240.195844571159,5259.4464,001-F-12
398,663.8422232,13.42625354,13448.846529438844,8964.6338,001-F-12
399,666.2314698,13.57728833,12641.49244742006,8125.3591,001-F-12
400,674.6339268,14.21349417,12775.639603328375,8046.9857,001-F-12
401,686.7782689,15.08632708,12939.423219174932,7936.6591,001-F-12
402,689.3231488,15.25445708,13025.155433416807,7941.3766,001-F-12
403,691.2431602,15.3913675,12837.782774353082,7942.383,001-F-12
404,699.0003732,15.88597146,12916.571620866056,7486.1693,001-F-12
405,710.0209381,16.69163958,13084.807733010046,7410.6264,001-F-12
406,714.9297349,17.00061563,13364.46286885059,7337.9769,001-F-12
407,726.1039756,17.77477646,13374.329385483486,7238.4691,001-F-12
408,726.0447401,17.66602625,13554.14514313568,7145.5029,001-F-12
409,723.3303129,17.43988229,13632.904797544135,7110.216,001-F-12
